Image URL,Caption,Artwork Title,INPRNT Link,Rarity,Origin Origin,Device
https://cdn.inprnt.com/thumbs/42/b8/42b8ccb5fdaaa97e5c72da8a58a9ada1@2x.jpg,"JOSH1-206: The Sere Records
Architectural geometry and urban stillness. Recorded for archival permanence.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#ArchitecturalPhotography #JOSHSHOOTPRINTS #BrutalistArchitecture #Industrial",JOSH1-206: The Sere Records,https://www.inprnt.com/gallery/joshuadenouden/josh1-206-the-sere-records/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/f6/45/f6458d9d7a4d1f014daa79271cade36e@2x.jpg,"JOSH1-205: The Cube
Architectural geometry and urban stillness. Recorded for archival permanence.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#SolanaArt #ArchitecturalPhotography #StreetPhotography #Industrial",JOSH1-205: The Cube,https://www.inprnt.com/gallery/joshuadenouden/josh1-205-the-cube/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/44/54/4454311ed840bef34a76bc0853aeb91c@2x.jpg,"JOSH1-204: The Cube Houses
Architectural geometry and urban stillness. Recorded for archival permanence.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#JOSHSHOOTPRINTS #INPRNT #ArchitecturalPhotography #WallArtDecor",JOSH1-204: The Cube Houses,https://www.inprnt.com/gallery/joshuadenouden/josh1-204-the-cube-houses/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/dd/be/ddbe1349591e086993cb067a657929ad@2x.jpg,"JOSH1-203: The Peak of Christianity
Architectural geometry and urban stillness. Recorded for archival permanence.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#UrbanGeometry #FineArtPrint #PhygitalArt #BrutalistArchitecture",JOSH1-203: The Peak of Christianity,https://www.inprnt.com/gallery/joshuadenouden/josh1-203-the-peak-of-christianity/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/0a/9d/0a9d8ca56412741308abc0ced33138f3@2x.jpg,"JOSH1-202: Brighton Bird
Architectural geometry and urban stillness. Recorded for archival permanence.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#MinimalistPhotography #WallArtDecor #OnChainArt #FineArtPrint",JOSH1-202: Brighton Bird,https://www.inprnt.com/gallery/joshuadenouden/josh1-202-brighton-bird/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/93/a0/93a0098aeb9af27ee76f29a8a04655ab@2x.jpg,"JOSH1-201: Spanish Times
Architectural geometry and urban stillness. Recorded for archival permanence.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#ContemporaryCollector #JOSHSHOOTPRINTS #PhygitalArt #INPRNT",JOSH1-201: Spanish Times,https://www.inprnt.com/gallery/joshuadenouden/josh1-201-spanish-times/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/59/84/5984f7b5dfeb55de6411981ed25d1999@2x.jpg,"JOSH1-200: L$D
Architectural geometry and urban stillness. Recorded for archival permanence.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#ContemporaryCollector #ArchitecturalPhotography #ArchivalPrint #INPRNT",JOSH1-200: L$D,https://www.inprnt.com/gallery/joshuadenouden/josh1-200-ld/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/76/11/7611e6556b08d428e8ddde6b471160ac@2x.jpg,"JOSH1-199: Overlooker
Architectural geometry and urban stillness. Recorded for archival permanence.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#JOSHSHOOTPRINTS #OnChainArt #UrbanGeometry #INPRNT",JOSH1-199: Overlooker,https://www.inprnt.com/gallery/joshuadenouden/josh1-199-overlooker/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/9f/40/9f405249cb0b32b0c0b7fc4a9e2e4814@2x.jpg,"JOSH1-198: KP's Window
Architectural geometry and urban stillness. Recorded for archival permanence.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#ArchitecturalPhotography #MinimalistPhotography #JOSHSHOOTPRINTS #OnChainArt",JOSH1-198: KP's Window,https://www.inprnt.com/gallery/joshuadenouden/josh1-198-kps-window/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/0c/2b/0c2b504067590379c2c6e9866a469358@2x.jpg,"JOSH1-197: Maritime Museum, Rotterdam
Rotterdam's Maritime Museum. Brutalist mass against maritime history—an archival record of institutional form.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#ArchitecturalPhotography #JOSHSHOOTPRINTS #WallArtDecor #ContemporaryCollector","JOSH1-197: Maritime Museum, Rotterdam",https://www.inprnt.com/gallery/joshuadenouden/josh1-197-maritime-museum-rotterdam/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/74/bc/74bc117ec749aaf2cd9e2513870b6ed8@2x.jpg,"JOSH1-196: Damstraatjes, Amsterdam
Amsterdam's narrow alleyways. Spatial compression and natural light in the European urban grid.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Amsterdam (AMS) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#PhygitalArt #ContemporaryCollector #ArchitecturalPhotography #MinimalistPhotography","JOSH1-196: Damstraatjes, Amsterdam",https://www.inprnt.com/gallery/joshuadenouden/josh1-196-damstraatjes-amsterdam/,Common,Amsterdam (AMS) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/d1/54/d154d7c400b4d2f5cf3b9bafccb0f182@2x.jpg,"JOSH1-195: Scheepmakerskade 135
Rotterdam waterfront architecture. Structural geometry along the urban harbor.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#OnChainArt #Industrial #PhygitalArt #SolanaNFT",JOSH1-195: Scheepmakerskade 135,https://www.inprnt.com/gallery/joshuadenouden/josh1-195-scheepmakerskade-135/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/6f/1b/6f1b45065dc09001c8b78ae6583352ba@2x.jpg,"JOSH1-194: Van Gogh Museum
Institutional architecture and public space. Structural geometry recorded in natural light.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Amsterdam (AMS) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#OnChainArt #SolanaNFT #ContemporaryCollector #WallArtDecor",JOSH1-194: Van Gogh Museum,https://www.inprnt.com/gallery/joshuadenouden/josh1-194-van-gogh-museum/,Common,Amsterdam (AMS) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/c9/60/c9600baaedd080234941b8162bec669a@2x.jpg,"JOSH1-193: Praise The Lord
Monochromatic depth and low-light atmosphere. Structural brutalism recorded after dark.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#ArtCollector #PhygitalArt #INPRNT #SolanaArt",JOSH1-193: Praise The Lord,https://www.inprnt.com/gallery/joshuadenouden/josh1-193-praise-the-lord/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/80/da/80dac5a101a5dd96d85b0773a6156625@2x.jpg,"JOSH1-192: Mono Closing Party 22'
Monochromatic depth and low-light atmosphere. Structural brutalism recorded after dark.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#FineArtPrint #ArchivalPrint #ContemporaryCollector #SolanaArt",JOSH1-192: Mono Closing Party 22',https://www.inprnt.com/gallery/joshuadenouden/josh1-192-mono-closing-party-22/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
https://cdn.inprnt.com/thumbs/bb/c1/bbc1b41f3852c6f27aa4d50505cd39ca@2x.jpg,"JOSH1-191: A's Station
Urban transit and architectural scale. Kinetic movement recorded inside modern transport terminals.

JOSH¹ Archive — Limited Edition Phygital Art Piece
Edition: 100% Cotton Rag Archival Fine-Art Print (300gsm)
Provenance: Solana Blockchain verified (JOSHSHOOT.SOL) -> Physical exhibition print via INPRNT

Collect the archive via link in bio
📸 iPhone 12 / Archival Capture
📍 Rotterdam (RTM) 🇳🇱
💎 Rarity: Common
⚡ On-Chain: JOSHSHOOT.SOL

.
.
.
#UrbanGeometry #WallArtDecor #ArchitecturalPhotography #ArtCollector",JOSH1-191: A's Station,https://www.inprnt.com/gallery/joshuadenouden/josh1-191-as-station/,Common,Rotterdam (RTM) 🇳🇱,iPhone 12 / Archival Capture
